book_x,chapter_number,section_number,engaged,access,book_y,submit,learning_duration,learning_duration_rounded
College / Statistics and Data Science (ABC),6.0,1.0,1454.0,2023-07-04 09:53:10,College / Statistics and Data Science (ABC),2023-07-06 04:47:52,1 days 18:54:42,1
College / Statistics and Data Science (ABC),8.0,1.0,70436.0,2023-07-11 09:58:51,College / Statistics and Data Science (ABC),2023-07-11 10:59:14,0 days 01:00:23,0
College / Statistics and Data Science (ABC),9.0,1.0,119656.0,2023-07-11 10:59:19,College / Statistics and Data Science (ABC),2023-07-13 08:35:44,1 days 21:36:25,1
College / Statistics and Data Science (ABC),10.0,1.0,20524.0,2023-07-17 22:02:26,College / Statistics and Data Science (ABC),2023-07-17 23:59:18,0 days 01:56:52,0
College / Statistics and Data Science (ABC),11.0,1.0,14387.0,2023-07-20 00:36:51,College / Statistics and Data Science (ABC),2023-07-20 05:04:51,0 days 04:28:00,0
College / Statistics and Data Science (ABC),12.0,1.0,603.0,2023-07-20 05:05:09,College / Statistics and Data Science (ABC),2023-07-27 06:46:01,7 days 01:40:52,7
College / Statistics and Data Science (ABC),13.0,1.0,6556.0,2023-07-27 06:44:57,College / Statistics and Data Science (ABC),2023-08-01 10:21:14,5 days 03:36:17,5
College / Statistics and Data Science (ABC),1.0,3.0,5537.0,2023-01-25 03:44:41,College / Statistics and Data Science (ABC),2023-01-27 06:29:34,2 days 02:44:53,2
College / Statistics and Data Science (ABC),2.0,1.0,448.0,2023-01-31 21:20:57,College / Statistics and Data Science (ABC),2023-02-14 02:06:28,13 days 04:45:31,13
College / Statistics and Data Science (ABC),3.0,1.0,37.0,2023-02-13 18:43:14,College / Statistics and Data Science (ABC),2023-02-19 01:42:50,5 days 06:59:36,5
College / Statistics and Data Science (ABC),4.0,1.0,348.0,2023-02-16 06:57:44,College / Statistics and Data Science (ABC),2023-03-02 09:43:57,14 days 02:46:13,14
College / Statistics and Data Science (ABC),5.0,1.0,392.0,2023-03-05 01:40:05,College / Statistics and Data Science (ABC),2023-03-18 07:11:32,13 days 05:31:27,13
College / Statistics and Data Science (ABC),6.0,1.0,17.0,2023-03-18 07:13:09,College / Statistics and Data Science (ABC),2023-04-11 20:35:03,24 days 13:21:54,24
College / Statistics and Data Science (ABC),8.0,1.0,1515.0,2023-04-02 03:18:03,College / Statistics and Data Science (ABC),2023-04-06 05:19:43,4 days 02:01:40,4
College / Statistics and Data Science (ABC),9.0,1.0,168504.0,2023-04-06 05:21:12,College / Statistics and Data Science (ABC),2023-04-13 21:12:09,7 days 15:50:57,7
College / Statistics and Data Science (ABC),1.0,3.0,1743.0,2023-02-22 06:03:59,College / Statistics and Data Science (ABC),2023-02-23 20:32:39,1 days 14:28:40,1
College / Statistics and Data Science (ABC),2.0,1.0,2372.0,2023-02-22 07:05:04,College / Statistics and Data Science (ABC),2023-03-04 02:34:12,9 days 19:29:08,9
College / Statistics and Data Science (ABC),5.0,1.0,1831.0,2023-03-04 02:35:14,College / Statistics and Data Science (ABC),2023-03-14 21:29:13,10 days 18:53:59,10
College / Statistics and Data Science (ABC),6.0,1.0,201937.0,2023-03-14 21:29:20,College / Statistics and Data Science (ABC),2023-03-20 18:59:55,5 days 21:30:35,5
College / Statistics and Data Science (ABC),8.0,1.0,5.0,2023-03-14 22:13:49,College / Statistics and Data Science (ABC),2023-03-22 19:20:25,7 days 21:06:36,7
College / Statistics and Data Science (ABC),9.0,1.0,19149.0,2023-03-15 03:08:21,College / Statistics and Data Science (ABC),2023-03-27 19:34:21,12 days 16:26:00,12
College / Statistics and Data Science (ABC),10.0,4.0,29249.0,2023-03-30 02:08:38,College / Statistics and Data Science (ABC),2023-03-30 02:09:27,0 days 00:00:49,0
College / Statistics and Data Science (ABC),11.0,1.0,367810.0,2023-03-30 02:20:38,College / Statistics and Data Science (ABC),2023-03-30 02:23:56,0 days 00:03:18,0
College / Statistics and Data Science (ABC),12.0,2.0,6714.0,2023-03-30 02:37:35,College / Statistics and Data Science (ABC),2023-03-30 02:55:36,0 days 00:18:01,0
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,2948.0,2023-01-11 00:16:46,College / Advanced Statistics and Data Science (ABCD),2023-01-12 21:12:05,1 days 20:55:19,1
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,1350.0,2023-01-12 05:14:03,College / Advanced Statistics and Data Science (ABCD),2023-01-13 21:36:02,1 days 16:21:59,1
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,2514.0,2023-01-13 21:36:08,College / Advanced Statistics and Data Science (ABCD),2023-01-19 06:04:49,5 days 08:28:41,5
College / Advanced Statistics and Data Science (ABCD),4.0,1.0,716.0,2023-01-19 06:04:54,College / Advanced Statistics and Data Science (ABCD),2023-01-26 21:26:37,7 days 15:21:43,7
College / Advanced Statistics and Data Science (ABCD),5.0,1.0,1554.0,2023-01-26 21:30:20,College / Advanced Statistics and Data Science (ABCD),2023-02-02 01:14:36,6 days 03:44:16,6
College / Advanced Statistics and Data Science (ABCD),6.0,1.0,917.0,2023-02-02 01:14:42,College / Advanced Statistics and Data Science (ABCD),2023-02-10 23:10:27,8 days 21:55:45,8
College / Advanced Statistics and Data Science (ABCD),8.0,1.0,472.0,2023-02-13 19:57:57,College / Advanced Statistics and Data Science (ABCD),2023-02-21 22:26:50,8 days 02:28:53,8
College / Advanced Statistics and Data Science (ABCD),9.0,1.0,1383.0,2023-02-21 22:26:54,College / Advanced Statistics and Data Science (ABCD),2023-03-03 23:46:00,10 days 01:19:06,10
College / Advanced Statistics and Data Science (ABCD),10.0,1.0,466.0,2023-03-05 20:39:30,College / Advanced Statistics and Data Science (ABCD),2023-03-06 20:25:14,0 days 23:45:44,0
College / Advanced Statistics and Data Science (ABCD),11.0,1.0,7710.0,2023-03-06 20:24:20,College / Advanced Statistics and Data Science (ABCD),2023-03-11 22:30:58,5 days 02:06:38,5
College / Advanced Statistics and Data Science (ABCD),12.0,1.0,3915.0,2023-03-11 22:31:02,College / Advanced Statistics and Data Science (ABCD),2023-03-20 17:34:23,8 days 19:03:21,8
College / Advanced Statistics and Data Science (ABCD),13.0,1.0,10804.0,2023-03-27 16:18:39,College / Advanced Statistics and Data Science (ABCD),2023-03-27 22:20:43,0 days 06:02:04,0
College / Advanced Statistics and Data Science (ABCD),14.0,1.0,572.0,2023-03-27 22:21:48,College / Advanced Statistics and Data Science (ABCD),2023-04-08 23:53:42,12 days 01:31:54,12
College / Advanced Statistics and Data Science (ABCD),15.0,1.0,4322.0,2023-04-08 23:52:35,College / Advanced Statistics and Data Science (ABCD),2023-04-11 20:57:26,2 days 21:04:51,2
College / Advanced Statistics and Data Science (ABCD),16.0,1.0,1717.0,2023-04-11 20:57:42,College / Advanced Statistics and Data Science (ABCD),2023-04-19 19:41:57,7 days 22:44:15,7
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,5312.0,2023-04-05 05:27:39,College / Advanced Statistics and Data Science (ABCD),2023-04-06 06:07:43,1 days 00:40:04,1
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,4430.0,2023-04-06 06:07:51,College / Advanced Statistics and Data Science (ABCD),2023-04-10 09:52:08,4 days 03:44:17,4
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,510.0,2023-04-12 03:16:09,College / Advanced Statistics and Data Science (ABCD),2023-04-14 22:06:25,2 days 18:50:16,2
College / Advanced Statistics and Data Science (ABCD),4.0,2.0,734.0,2023-04-14 22:07:08,College / Advanced Statistics and Data Science (ABCD),2023-04-16 06:00:47,1 days 07:53:39,1
College / Advanced Statistics and Data Science (ABCD),5.0,2.0,580.0,2023-04-18 02:42:37,College / Advanced Statistics and Data Science (ABCD),2023-04-21 23:16:29,3 days 20:33:52,3
College / Advanced Statistics and Data Science (ABCD),6.0,1.0,1115.0,2023-04-29 18:31:26,College / Advanced Statistics and Data Science (ABCD),2023-04-30 06:33:13,0 days 12:01:47,0
College / Advanced Statistics and Data Science (ABCD),8.0,1.0,230.0,2023-05-11 03:28:55,College / Advanced Statistics and Data Science (ABCD),2023-05-12 05:09:15,1 days 01:40:20,1
College / Advanced Statistics and Data Science (ABCD),9.0,1.0,83142.0,2023-05-18 02:24:01,College / Advanced Statistics and Data Science (ABCD),2023-05-20 07:52:17,2 days 05:28:16,2
College / Advanced Statistics and Data Science (ABCD),10.0,1.0,2574.0,2023-06-02 15:58:08,College / Advanced Statistics and Data Science (ABCD),2023-06-13 02:37:54,10 days 10:39:46,10
College / Advanced Statistics and Data Science (ABCD),11.0,1.0,2093.0,2023-06-03 04:10:25,College / Advanced Statistics and Data Science (ABCD),2023-06-13 07:54:55,10 days 03:44:30,10
College / Advanced Statistics and Data Science (ABCD),12.0,1.0,12674.0,2023-06-03 06:21:37,College / Advanced Statistics and Data Science (ABCD),2023-06-14 22:14:33,11 days 15:52:56,11
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,1751.0,2023-04-04 01:37:53,College / Advanced Statistics and Data Science (ABCD),2023-04-05 02:48:14,1 days 01:10:21,1
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,1851.0,2023-04-05 02:48:21,College / Advanced Statistics and Data Science (ABCD),2023-04-07 22:27:36,2 days 19:39:15,2
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,17.0,2023-04-10 17:24:36,College / Advanced Statistics and Data Science (ABCD),2023-04-13 03:23:21,2 days 09:58:45,2
College / Advanced Statistics and Data Science (ABCD),4.0,2.0,12.0,2023-04-13 03:37:42,College / Advanced Statistics and Data Science (ABCD),2023-04-14 05:14:58,1 days 01:37:16,1
College / Advanced Statistics and Data Science (ABCD),5.0,2.0,3757.0,2023-04-17 23:17:22,College / Advanced Statistics and Data Science (ABCD),2023-04-20 03:41:04,2 days 04:23:42,2
College / Advanced Statistics and Data Science (ABCD),6.0,1.0,0.0,2023-04-20 03:41:12,College / Advanced Statistics and Data Science (ABCD),2023-05-20 09:12:53,30 days 05:31:41,30
College / Advanced Statistics and Data Science (ABCD),8.0,1.0,377.0,2023-05-04 17:59:46,College / Advanced Statistics and Data Science (ABCD),2023-05-21 19:07:10,17 days 01:07:24,17
College / Advanced Statistics and Data Science (ABCD),9.0,1.0,288.0,2023-05-15 19:41:36,College / Advanced Statistics and Data Science (ABCD),2023-05-23 08:12:41,7 days 12:31:05,7
College / Advanced Statistics and Data Science (ABCD),10.0,1.0,1300.0,2023-05-23 21:48:50,College / Advanced Statistics and Data Science (ABCD),2023-06-09 08:48:46,16 days 10:59:56,16
College / Advanced Statistics and Data Science (ABCD),11.0,1.0,17.0,2023-05-24 02:20:48,College / Advanced Statistics and Data Science (ABCD),2023-06-11 13:09:31,18 days 10:48:43,18
College / Advanced Statistics and Data Science (ABCD),12.0,1.0,13378.0,2023-06-01 23:46:32,College / Advanced Statistics and Data Science (ABCD),2023-06-12 02:25:20,10 days 02:38:48,10
High School / Advanced Statistics and Data Science I (ABC),1.0,3.0,1138.0,2023-01-24 18:52:51,High School / Advanced Statistics and Data Science I (ABC),2023-01-27 00:57:36,2 days 06:04:45,2
High School / Advanced Statistics and Data Science I (ABC),2.0,1.0,17303.0,2023-01-31 18:27:35,High School / Advanced Statistics and Data Science I (ABC),2023-02-01 19:24:15,1 days 00:56:40,1
High School / Advanced Statistics and Data Science I (ABC),3.0,1.0,2816.0,2023-02-02 18:26:37,High School / Advanced Statistics and Data Science I (ABC),2023-02-15 18:50:16,13 days 00:23:39,13
High School / Advanced Statistics and Data Science I (ABC),4.0,1.0,19930.0,2023-02-21 20:58:32,High School / Advanced Statistics and Data Science I (ABC),2023-02-27 22:55:10,6 days 01:56:38,6
High School / Advanced Statistics and Data Science I (ABC),5.0,2.0,14461.0,2023-02-28 18:27:02,High School / Advanced Statistics and Data Science I (ABC),2023-03-16 18:34:05,16 days 00:07:03,16
High School / Advanced Statistics and Data Science I (ABC),6.0,1.0,39999.0,2023-03-22 11:21:30,High School / Advanced Statistics and Data Science I (ABC),2023-03-22 11:40:18,0 days 00:18:48,0
High School / Advanced Statistics and Data Science I (ABC),8.0,1.0,42258.0,2023-04-26 03:51:22,High School / Advanced Statistics and Data Science I (ABC),2023-04-26 04:28:20,0 days 00:36:58,0
High School / Advanced Statistics and Data Science I (ABC),9.0,6.0,76230.0,2023-05-03 21:03:37,High School / Advanced Statistics and Data Science I (ABC),2023-05-03 21:13:33,0 days 00:09:56,0
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,360001.0,2023-01-09 03:59:01,College / Advanced Statistics and Data Science (ABCD),2023-01-09 04:18:47,0 days 00:19:46,0
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,1465.0,2023-01-09 04:17:25,College / Advanced Statistics and Data Science (ABCD),2023-01-21 06:57:36,12 days 02:40:11,12
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,154339.0,2023-01-21 06:57:52,College / Advanced Statistics and Data Science (ABCD),2023-01-21 06:58:17,0 days 00:00:25,0
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,1564.0,2023-01-31 17:18:27,College / Advanced Statistics and Data Science (ABCD),2023-02-04 09:28:57,3 days 16:10:30,3
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,4.0,2023-02-05 23:06:49,College / Advanced Statistics and Data Science (ABCD),2023-02-13 23:24:09,8 days 00:17:20,8
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,1782.0,2023-02-11 02:08:56,College / Advanced Statistics and Data Science (ABCD),2023-03-07 08:53:02,24 days 06:44:06,24
College / Advanced Statistics and Data Science (ABCD),4.0,1.0,0.0,2023-02-28 08:55:06,College / Advanced Statistics and Data Science (ABCD),2023-03-07 08:47:48,6 days 23:52:42,6
College / Advanced Statistics and Data Science (ABCD),5.0,1.0,9941.0,2023-03-14 15:39:19,College / Advanced Statistics and Data Science (ABCD),2023-03-21 08:47:01,6 days 17:07:42,6
College / Advanced Statistics and Data Science (ABCD),6.0,1.0,4462.0,2023-03-22 04:49:22,College / Advanced Statistics and Data Science (ABCD),2023-04-06 08:09:37,15 days 03:20:15,15
College / Advanced Statistics and Data Science (ABCD),8.0,1.0,0.0,2023-04-13 14:39:08,College / Advanced Statistics and Data Science (ABCD),2023-04-20 01:30:33,6 days 10:51:25,6
College / Advanced Statistics and Data Science (ABCD),9.0,1.0,8251.0,2023-04-20 01:35:14,College / Advanced Statistics and Data Science (ABCD),2023-04-25 06:22:53,5 days 04:47:39,5
College / Advanced Statistics and Data Science (ABCD),10.0,1.0,3311.0,2023-05-01 20:51:41,College / Advanced Statistics and Data Science (ABCD),2023-05-09 01:34:47,7 days 04:43:06,7
College / Advanced Statistics and Data Science (ABCD),11.0,1.0,32649.0,2023-05-09 01:35:20,College / Advanced Statistics and Data Science (ABCD),2023-05-16 15:30:27,7 days 13:55:07,7
College / Advanced Statistics and Data Science (ABCD),12.0,1.0,3367.0,2023-05-12 03:31:27,College / Advanced Statistics and Data Science (ABCD),2023-05-23 08:28:29,11 days 04:57:02,11
College / Statistics and Data Science (ABC),13.0,1.0,12119.0,2023-05-16 12:43:42,College / Statistics and Data Science (ABC),2023-05-16 15:16:06,0 days 02:32:24,0
College / Statistics and Data Science (ABC),1.0,3.0,58373.0,2023-01-19 16:04:19,College / Statistics and Data Science (ABC),2023-01-24 16:51:30,5 days 00:47:11,5
College / Statistics and Data Science (ABC),2.0,1.0,1093.0,2023-01-27 20:55:05,College / Statistics and Data Science (ABC),2023-01-30 19:04:49,2 days 22:09:44,2
College / Statistics and Data Science (ABC),3.0,1.0,2911.0,2023-02-02 21:04:18,College / Statistics and Data Science (ABC),2023-02-06 19:54:15,3 days 22:49:57,3
College / Statistics and Data Science (ABC),4.0,1.0,778.0,2023-02-06 19:49:15,College / Statistics and Data Science (ABC),2023-02-14 04:42:13,7 days 08:52:58,7
College / Statistics and Data Science (ABC),5.0,1.0,0.0,2023-02-20 18:25:02,College / Statistics and Data Science (ABC),2023-02-27 19:34:07,7 days 01:09:05,7
College / Statistics and Data Science (ABC),6.0,1.0,7295.0,2023-02-24 03:41:44,College / Statistics and Data Science (ABC),2023-03-25 01:24:25,28 days 21:42:41,28
College / Statistics and Data Science (ABC),8.0,1.0,262.0,2023-03-29 22:27:43,College / Statistics and Data Science (ABC),2023-03-31 04:41:32,1 days 06:13:49,1
College / Statistics and Data Science (ABC),9.0,1.0,415.0,2023-03-31 04:41:38,College / Statistics and Data Science (ABC),2023-04-03 18:58:10,3 days 14:16:32,3
College / Statistics and Data Science (ABC),10.0,1.0,143009.0,2023-04-10 17:17:23,College / Statistics and Data Science (ABC),2023-04-10 20:33:15,0 days 03:15:52,0
College / Statistics and Data Science (ABC),11.0,1.0,8750.0,2023-04-17 16:55:35,College / Statistics and Data Science (ABC),2023-04-24 17:57:45,7 days 01:02:10,7
College / Statistics and Data Science (ABC),12.0,1.0,39083.0,2023-04-20 18:28:59,College / Statistics and Data Science (ABC),2023-04-24 17:53:52,3 days 23:24:53,3
College / Statistics and Data Science (ABC),1.0,3.0,364.0,2023-01-25 04:26:30,College / Statistics and Data Science (ABC),2023-03-08 03:52:05,41 days 23:25:35,41
College / Statistics and Data Science (ABC),2.0,1.0,804.0,2023-03-01 04:33:34,College / Statistics and Data Science (ABC),2023-03-14 23:50:31,13 days 19:16:57,13
College / Statistics and Data Science (ABC),3.0,1.0,758.0,2023-03-14 23:50:42,College / Statistics and Data Science (ABC),2023-03-20 02:10:19,5 days 02:19:37,5
College / Statistics and Data Science (ABC),8.0,1.0,13910.0,2023-04-05 02:24:02,College / Statistics and Data Science (ABC),2023-04-10 01:53:27,4 days 23:29:25,4
College / Statistics and Data Science (ABC),9.0,1.0,18593.0,2023-04-10 01:53:31,College / Statistics and Data Science (ABC),2023-04-18 16:09:14,8 days 14:15:43,8
College / Statistics and Data Science (ABC),10.0,5.0,128098.0,2023-04-14 01:54:43,College / Statistics and Data Science (ABC),2023-04-15 17:57:49,1 days 16:03:06,1
High School / Advanced Statistics and Data Science I (ABC),1.0,3.0,2029.0,2023-01-25 03:28:54,High School / Advanced Statistics and Data Science I (ABC),2023-02-01 02:26:06,6 days 22:57:12,6
High School / Advanced Statistics and Data Science I (ABC),2.0,1.0,6.0,2023-02-01 02:26:18,High School / Advanced Statistics and Data Science I (ABC),2023-02-10 21:34:56,9 days 19:08:38,9
High School / Advanced Statistics and Data Science I (ABC),3.0,1.0,0.0,2023-02-10 21:35:07,High School / Advanced Statistics and Data Science I (ABC),2023-02-25 20:45:57,14 days 23:10:50,14
High School / Advanced Statistics and Data Science I (ABC),4.0,1.0,3568.0,2023-02-21 20:58:48,High School / Advanced Statistics and Data Science I (ABC),2023-03-29 15:32:43,35 days 18:33:55,35
High School / Advanced Statistics and Data Science I (ABC),5.0,1.0,45169.0,2023-03-08 02:11:40,High School / Advanced Statistics and Data Science I (ABC),2023-05-01 04:01:46,54 days 01:50:06,54
High School / Advanced Statistics and Data Science I (ABC),6.0,1.0,0.0,2023-03-17 01:57:39,High School / Advanced Statistics and Data Science I (ABC),2023-05-01 04:20:29,45 days 02:22:50,45
High School / Advanced Statistics and Data Science I (ABC),8.0,1.0,102395.0,2023-05-05 21:07:32,High School / Advanced Statistics and Data Science I (ABC),2023-05-10 21:48:09,5 days 00:40:37,5
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,575.0,2023-01-10 20:22:19,College / Advanced Statistics and Data Science (ABCD),2023-01-11 02:04:55,0 days 05:42:36,0
College / Statistics and Data Science (ABC),1.0,3.0,49386.0,2023-01-25 01:46:52,College / Statistics and Data Science (ABC),2023-01-31 00:04:26,5 days 22:17:34,5
College / Statistics and Data Science (ABC),2.0,1.0,186671.0,2023-02-01 17:46:34,College / Statistics and Data Science (ABC),2023-02-02 07:37:31,0 days 13:50:57,0
College / Statistics and Data Science (ABC),3.0,1.0,23726.0,2023-02-06 20:03:30,College / Statistics and Data Science (ABC),2023-02-09 04:37:38,2 days 08:34:08,2
College / Statistics and Data Science (ABC),4.0,1.0,37953.0,2023-02-12 21:19:42,College / Statistics and Data Science (ABC),2023-02-15 07:15:10,2 days 09:55:28,2
College / Statistics and Data Science (ABC),5.0,1.0,42136.0,2023-02-19 21:30:47,College / Statistics and Data Science (ABC),2023-02-27 18:30:38,7 days 20:59:51,7
College / Statistics and Data Science (ABC),6.0,1.0,64274.0,2023-03-02 00:20:46,College / Statistics and Data Science (ABC),2023-03-08 05:58:29,6 days 05:37:43,6
College / Statistics and Data Science (ABC),8.0,1.0,322760.0,2023-03-29 03:53:44,College / Statistics and Data Science (ABC),2023-04-04 02:53:52,5 days 23:00:08,5
College / Statistics and Data Science (ABC),9.0,1.0,,2023-04-11 19:04:27,College / Statistics and Data Science (ABC),2023-04-12 03:45:00,0 days 08:40:33,0
College / Statistics and Data Science (ABC),10.0,1.0,283337.0,2023-04-18 19:03:10,College / Statistics and Data Science (ABC),2023-04-24 19:29:32,6 days 00:26:22,6
College / Statistics and Data Science (ABC),11.0,1.0,106649.0,2023-04-26 02:01:54,College / Statistics and Data Science (ABC),2023-04-26 22:52:05,0 days 20:50:11,0
College / Statistics and Data Science (ABC),12.0,1.0,359995.0,2023-05-02 19:27:39,College / Statistics and Data Science (ABC),2023-05-04 19:26:46,1 days 23:59:07,1
College / Statistics and Data Science (ABC),1.0,3.0,5344.0,2023-01-12 20:33:07,College / Statistics and Data Science (ABC),2023-01-13 21:05:17,1 days 00:32:10,1
College / Statistics and Data Science (ABC),2.0,1.0,560.0,2023-01-13 21:05:29,College / Statistics and Data Science (ABC),2023-01-19 20:49:25,5 days 23:43:56,5
College / Statistics and Data Science (ABC),3.0,1.0,498.0,2023-01-16 05:30:31,College / Statistics and Data Science (ABC),2023-01-20 23:18:43,4 days 17:48:12,4
College / Statistics and Data Science (ABC),4.0,1.0,2513.0,2023-01-20 23:19:31,College / Statistics and Data Science (ABC),2023-01-22 02:56:44,1 days 03:37:13,1
College / Statistics and Data Science (ABC),5.0,1.0,1578.0,2023-01-24 19:17:48,College / Statistics and Data Science (ABC),2023-01-25 02:57:54,0 days 07:40:06,0
College / Statistics and Data Science (ABC),6.0,1.0,675.0,2023-01-25 01:05:03,College / Statistics and Data Science (ABC),2023-02-04 02:27:47,10 days 01:22:44,10
College / Statistics and Data Science (ABC),8.0,1.0,1074.0,2023-02-10 03:06:47,College / Statistics and Data Science (ABC),2023-02-15 23:24:56,5 days 20:18:09,5
College / Statistics and Data Science (ABC),9.0,1.0,985.0,2023-02-15 23:25:01,College / Statistics and Data Science (ABC),2023-02-23 00:01:28,7 days 00:36:27,7
College / Statistics and Data Science (ABC),10.0,1.0,880.0,2023-03-04 01:11:10,College / Statistics and Data Science (ABC),2023-03-05 05:35:41,1 days 04:24:31,1
College / Statistics and Data Science (ABC),11.0,1.0,4536.0,2023-03-09 19:35:39,College / Statistics and Data Science (ABC),2023-03-10 02:24:36,0 days 06:48:57,0
College / Statistics and Data Science (ABC),12.0,1.0,148.0,2023-03-17 03:06:30,College / Statistics and Data Science (ABC),2023-03-21 05:43:28,4 days 02:36:58,4
College / Statistics and Data Science (ABC),1.0,3.0,4665.0,2023-01-26 00:08:17,College / Statistics and Data Science (ABC),2023-03-15 23:15:44,48 days 23:07:27,48
College / Statistics and Data Science (ABC),2.0,1.0,1828.0,2023-02-01 19:05:51,College / Statistics and Data Science (ABC),2023-03-06 19:03:52,32 days 23:58:01,32
College / Statistics and Data Science (ABC),3.0,1.0,0.0,2023-02-14 08:53:18,College / Statistics and Data Science (ABC),2023-05-15 23:35:42,90 days 14:42:24,90
College / Statistics and Data Science (ABC),4.0,1.0,3654.0,2023-04-26 23:03:28,College / Statistics and Data Science (ABC),2023-05-17 01:40:59,20 days 02:37:31,20
College / Statistics and Data Science (ABC),5.0,1.0,8496.0,2023-04-17 17:21:52,College / Statistics and Data Science (ABC),2023-05-17 01:49:59,29 days 08:28:07,29
College / Statistics and Data Science (ABC),6.0,1.0,824.0,2023-05-12 01:34:38,College / Statistics and Data Science (ABC),2023-05-17 01:57:55,5 days 00:23:17,5
College / Statistics and Data Science (ABC),8.0,1.0,1544.0,2023-05-14 01:46:38,College / Statistics and Data Science (ABC),2023-05-17 03:06:08,3 days 01:19:30,3
College / Statistics and Data Science (ABC),9.0,1.0,1092.0,2023-05-08 23:12:49,College / Statistics and Data Science (ABC),2023-05-17 03:37:36,8 days 04:24:47,8
College / Statistics and Data Science (ABC),10.0,1.0,403.0,2023-05-17 03:38:05,College / Statistics and Data Science (ABC),2023-05-17 04:35:07,0 days 00:57:02,0
College / Statistics and Data Science (ABC),11.0,1.0,1832.0,2023-05-17 04:31:20,College / Statistics and Data Science (ABC),2023-05-17 05:56:33,0 days 01:25:13,0
College / Statistics and Data Science (ABC),12.0,1.0,7300.0,2023-05-17 05:52:56,College / Statistics and Data Science (ABC),2023-05-17 06:31:11,0 days 00:38:15,0
College / Statistics and Data Science (ABC),13.0,1.0,88807.0,2023-05-17 06:17:42,College / Statistics and Data Science (ABC),2023-05-17 06:25:10,0 days 00:07:28,0
College / Statistics and Data Science (ABC),1.0,3.0,3355.0,2023-04-03 16:17:43,College / Statistics and Data Science (ABC),2023-04-03 22:41:17,0 days 06:23:34,0
College / Statistics and Data Science (ABC),2.0,1.0,529.0,2023-04-03 22:41:22,College / Statistics and Data Science (ABC),2023-04-09 22:20:58,5 days 23:39:36,5
College / Statistics and Data Science (ABC),3.0,1.0,747.0,2023-04-09 22:21:03,College / Statistics and Data Science (ABC),2023-04-13 00:27:28,3 days 02:06:25,3
College / Statistics and Data Science (ABC),4.0,1.0,6.0,2023-04-13 00:27:37,College / Statistics and Data Science (ABC),2023-04-18 19:20:41,5 days 18:53:04,5
College / Statistics and Data Science (ABC),5.0,1.0,2246.0,2023-04-18 19:58:43,College / Statistics and Data Science (ABC),2023-04-19 19:43:12,0 days 23:44:29,0
College / Statistics and Data Science (ABC),6.0,1.0,1371.0,2023-04-19 19:43:17,College / Statistics and Data Science (ABC),2023-05-01 05:59:48,11 days 10:16:31,11
College / Statistics and Data Science (ABC),8.0,1.0,4999.0,2023-05-08 00:11:54,College / Statistics and Data Science (ABC),2023-05-11 07:11:34,3 days 06:59:40,3
College / Statistics and Data Science (ABC),9.0,1.0,3527.0,2023-05-11 07:11:39,College / Statistics and Data Science (ABC),2023-05-12 17:03:30,1 days 09:51:51,1
College / Statistics and Data Science (ABC),10.0,1.0,70658.0,2023-05-28 00:09:50,College / Statistics and Data Science (ABC),2023-05-29 02:19:33,1 days 02:09:43,1
College / Statistics and Data Science (ABC),11.0,1.0,4329.0,2023-05-28 01:17:54,College / Statistics and Data Science (ABC),2023-05-30 21:21:22,2 days 20:03:28,2
College / Statistics and Data Science (ABC),12.0,1.0,1008.0,2023-05-30 21:08:52,College / Statistics and Data Science (ABC),2023-05-31 02:13:01,0 days 05:04:09,0
College / Statistics and Data Science (ABC),13.0,1.0,1871.0,2023-05-31 01:39:09,College / Statistics and Data Science (ABC),2023-05-31 04:24:58,0 days 02:45:49,0
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,3851.0,2023-04-04 02:31:32,College / Advanced Statistics and Data Science (ABCD),2023-04-05 20:03:41,1 days 17:32:09,1
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,566.0,2023-04-05 20:03:47,College / Advanced Statistics and Data Science (ABCD),2023-04-09 05:13:06,3 days 09:09:19,3
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,2676.0,2023-04-09 05:13:14,College / Advanced Statistics and Data Science (ABCD),2023-04-13 03:01:11,3 days 21:47:57,3
College / Advanced Statistics and Data Science (ABCD),4.0,2.0,6101.0,2023-04-14 01:31:38,College / Advanced Statistics and Data Science (ABCD),2023-04-15 03:52:25,1 days 02:20:47,1
